application_id,candidate_id,company,role,location,source,applied_at,screening_passed,shortlisted,verified_shortlist,interviewed,offer_received,hired,current_stage
APP00372,CAND00372,DataNova,Business Analyst,Pune,Job Portal,2026-07-10 11:00:00,True,True,True,False,False,False,Shortlisted
APP00552,CAND00552,BrightWorks,Marketing Analyst,Gurugram,LinkedIn,2026-07-10 12:00:00,True,False,False,False,False,False,Screened
APP00803,CAND00803,Alpha Tech,Marketing Analyst,Delhi,Referral,2026-07-10 13:00:00,True,False,False,False,False,False,Screened
APP00221,CAND00221,Alpha Tech,Data Analyst,Delhi,Referral,2026-07-10 14:00:00,True,True,True,False,False,False,Shortlisted
APP00997,CAND00997,InsightHub,Marketing Analyst,Bengaluru,Campus,2026-07-10 15:00:00,True,False,False,False,False,False,Screened
APP00407,CAND00407,Alpha Tech,Marketing Analyst,Bengaluru,Company Website,2026-07-10 16:00:00,True,True,True,True,False,False,Interviewed
APP00658,CAND00658,BrightWorks,Product Analyst,Delhi,Company Website,2026-07-10 17:00:00,True,False,False,False,False,False,Screened
APP00629,CAND00629,BrightWorks,Business Analyst,Gurugram,Job Portal,2026-07-10 19:00:00,True,True,True,False,False,False,Shortlisted
APP00877,CAND00877,BrightWorks,Product Analyst,Pune,LinkedIn,2026-07-10 20:00:00,True,False,False,False,False,False,Screened
APP00594,CAND00594,Alpha Tech,BI Analyst,Gurugram,Company Website,2026-07-10 21:00:00,True,True,True,False,False,False,Shortlisted
APP00279,CAND00279,Alpha Tech,Product Analyst,Mumbai,LinkedIn,2026-07-10 23:00:00,True,True,True,True,False,False,Interviewed
APP00240,CAND00240,InsightHub,Data Analyst,Delhi,Job Portal,2026-07-11 00:00:00,True,False,False,False,False,False,Screened
APP00295,CAND00295,Alpha Tech,Business Analyst,Hyderabad,Job Portal,2026-07-11 01:00:00,True,True,True,False,False,False,Shortlisted
APP00186,CAND00186,BrightWorks,Marketing Analyst,Hyderabad,Referral,2026-07-11 02:00:00,True,False,False,False,False,False,Screened
APP00385,CAND00385,NextGen Labs,Marketing Analyst,Bengaluru,LinkedIn,2026-07-11 03:00:00,True,True,True,False,False,False,Shortlisted
APP00482,CAND00482,NextGen Labs,Business Analyst,Hyderabad,Referral,2026-07-11 05:00:00,True,True,True,False,False,False,Shortlisted
APP00236,CAND00236,DataNova,Marketing Analyst,Delhi,LinkedIn,2026-07-11 07:00:00,True,False,False,False,False,False,Screened
APP00257,CAND00257,DataNova,BI Analyst,Hyderabad,Campus,2026-07-11 08:00:00,True,True,True,False,False,False,Shortlisted
APP00927,CAND00927,NextGen Labs,Marketing Analyst,Bengaluru,Job Portal,2026-07-11 09:00:00,True,False,False,False,False,False,Screened
APP00367,CAND00367,BrightWorks,Business Analyst,Mumbai,Campus,2026-07-11 11:00:00,True,True,True,True,False,False,Interviewed
APP00781,CAND00781,InsightHub,Marketing Analyst,Bengaluru,Referral,2026-07-11 12:00:00,True,True,True,True,True,False,Offer
APP00048,CAND00048,NextGen Labs,Business Analyst,Delhi,Referral,2026-07-11 13:00:00,False,False,False,False,False,False,Applied
APP00524,CAND00524,Alpha Tech,BI Analyst,Pune,LinkedIn,2026-07-11 14:00:00,False,False,False,False,False,False,Applied
APP00941,CAND00941,Alpha Tech,BI Analyst,Gurugram,Job Portal,2026-07-11 15:00:00,True,True,True,False,False,False,Shortlisted
APP00099,CAND00099,DataNova,Product Analyst,Pune,Job Portal,2026-07-11 16:00:00,True,True,True,False,False,False,Shortlisted
APP00802,CAND00802,Alpha Tech,Data Analyst,Pune,Job Portal,2026-07-11 17:00:00,False,False,False,False,False,False,Applied
APP00122,CAND00122,InsightHub,Data Analyst,Bengaluru,Campus,2026-07-11 18:00:00,True,True,True,True,False,False,Interviewed
APP00710,CAND00710,InsightHub,Business Analyst,Hyderabad,Referral,2026-07-11 19:00:00,True,True,True,True,True,False,Offer
APP00090,CAND00090,DataNova,Marketing Analyst,Delhi,Company Website,2026-07-11 20:00:00,False,False,False,False,False,False,Applied
APP00014,CAND00014,DataNova,Business Analyst,Delhi,Job Portal,2026-07-11 21:00:00,True,True,True,True,False,False,Interviewed
APP00156,CAND00156,NextGen Labs,Data Analyst,Mumbai,Job Portal,2026-07-11 22:00:00,True,True,False,False,False,False,Shortlisted
APP00801,CAND00801,Alpha Tech,Marketing Analyst,Gurugram,LinkedIn,2026-07-11 23:00:00,True,True,True,True,True,True,Hired
APP00907,CAND00907,DataNova,Data Analyst,Mumbai,LinkedIn,2026-07-12 00:00:00,True,False,False,False,False,False,Screened
APP00597,CAND00597,Alpha Tech,Marketing Analyst,Hyderabad,Referral,2026-07-12 01:00:00,True,False,False,False,False,False,Screened
APP00885,CAND00885,DataNova,Marketing Analyst,Gurugram,LinkedIn,2026-07-12 02:00:00,False,False,False,False,False,False,Applied
APP00646,CAND00646,Alpha Tech,Product Analyst,Delhi,Campus,2026-07-12 03:00:00,True,True,True,False,False,False,Shortlisted
APP00886,CAND00886,InsightHub,Data Analyst,Hyderabad,Job Portal,2026-07-12 04:00:00,True,True,True,True,True,False,Offer
APP00549,CAND00549,NextGen Labs,Product Analyst,Pune,Referral,2026-07-12 05:00:00,False,False,False,False,False,False,Applied
APP00575,CAND00575,NextGen Labs,Data Analyst,Bengaluru,LinkedIn,2026-07-12 06:00:00,True,True,True,False,False,False,Shortlisted
APP00485,CAND00485,BrightWorks,BI Analyst,Hyderabad,Referral,2026-07-12 07:00:00,False,False,False,False,False,False,Applied
APP00506,CAND00506,InsightHub,Marketing Analyst,Hyderabad,Job Portal,2026-07-12 08:00:00,False,False,False,False,False,False,Applied
APP00148,CAND00148,BrightWorks,Marketing Analyst,Bengaluru,Company Website,2026-07-12 09:00:00,False,False,False,False,False,False,Applied
APP00108,CAND00108,DataNova,BI Analyst,Gurugram,LinkedIn,2026-07-12 10:00:00,False,False,False,False,False,False,Applied
APP00794,CAND00794,DataNova,Marketing Analyst,Delhi,Referral,2026-07-12 11:00:00,True,True,True,True,False,False,Interviewed
APP00719,CAND00719,BrightWorks,Data Analyst,Mumbai,Job Portal,2026-07-12 12:00:00,False,False,False,False,False,False,Applied
APP00063,CAND00063,InsightHub,Marketing Analyst,Mumbai,LinkedIn,2026-07-12 13:00:00,True,True,True,True,False,False,Interviewed
APP00499,CAND00499,BrightWorks,BI Analyst,Pune,Campus,2026-07-12 14:00:00,True,False,False,False,False,False,Screened
APP00206,CAND00206,DataNova,Business Analyst,Pune,Job Portal,2026-07-12 15:00:00,True,False,False,False,False,False,Screened
APP00123,CAND00123,Alpha Tech,Data Analyst,Mumbai,Company Website,2026-07-12 16:00:00,False,False,False,False,False,False,Applied
APP00344,CAND00344,InsightHub,Data Analyst,Bengaluru,Company Website,2026-07-12 17:00:00,True,False,False,False,False,False,Screened
APP00337,CAND00337,Alpha Tech,Business Analyst,Hyderabad,LinkedIn,2026-07-12 18:00:00,False,False,False,False,False,False,Applied
APP00362,CAND00362,NextGen Labs,BI Analyst,Mumbai,Referral,2026-07-12 19:00:00,False,False,False,False,False,False,Applied
APP00020,CAND00020,DataNova,BI Analyst,Delhi,Job Portal,2026-07-12 20:00:00,True,False,False,False,False,False,Screened
APP00479,CAND00479,InsightHub,Data Analyst,Mumbai,Campus,2026-07-12 21:00:00,True,True,True,True,False,False,Interviewed
APP00520,CAND00520,NextGen Labs,Marketing Analyst,Gurugram,Job Portal,2026-07-12 22:00:00,False,False,False,False,False,False,Applied
APP00726,CAND00726,DataNova,BI Analyst,Hyderabad,LinkedIn,2026-07-12 23:00:00,False,False,False,False,False,False,Applied
APP00205,CAND00205,InsightHub,Product Analyst,Hyderabad,Referral,2026-07-13 00:00:00,True,True,True,False,False,False,Shortlisted
APP00349,CAND00349,DataNova,Marketing Analyst,Mumbai,Company Website,2026-07-13 01:00:00,True,False,False,False,False,False,Screened
APP00160,CAND00160,Alpha Tech,Product Analyst,Delhi,LinkedIn,2026-07-13 02:00:00,True,False,False,False,False,False,Screened
APP00983,CAND00983,Alpha Tech,BI Analyst,Pune,Job Portal,2026-07-13 03:00:00,False,False,False,False,False,False,Applied
APP00387,CAND00387,DataNova,Product Analyst,Bengaluru,Job Portal,2026-07-13 04:00:00,True,False,False,False,False,False,Screened
APP00314,CAND00314,NextGen Labs,Product Analyst,Delhi,Campus,2026-07-13 05:00:00,False,False,False,False,False,False,Applied
APP00694,CAND00694,Alpha Tech,Marketing Analyst,Mumbai,Job Portal,2026-07-13 07:00:00,True,False,False,False,False,False,Screened
APP00289,CAND00289,InsightHub,Product Analyst,Pune,Job Portal,2026-07-13 08:00:00,False,False,False,False,False,False,Applied
APP00214,CAND00214,InsightHub,BI Analyst,Bengaluru,Job Portal,2026-07-13 09:00:00,True,True,True,False,False,False,Shortlisted
APP00792,CAND00792,DataNova,Marketing Analyst,Mumbai,Referral,2026-07-13 10:00:00,True,False,False,False,False,False,Screened
APP00871,CAND00871,Alpha Tech,Data Analyst,Delhi,Company Website,2026-07-13 11:00:00,True,True,True,True,True,True,Hired
APP00252,CAND00252,BrightWorks,Product Analyst,Hyderabad,Company Website,2026-07-13 12:00:00,True,False,False,False,False,False,Screened
APP00603,CAND00603,NextGen Labs,Business Analyst,Pune,Job Portal,2026-07-13 13:00:00,True,False,False,False,False,False,Screened
APP00304,CAND00304,BrightWorks,Marketing Analyst,Hyderabad,Referral,2026-07-13 14:00:00,False,False,False,False,False,False,Applied
APP00776,CAND00776,BrightWorks,Marketing Analyst,Bengaluru,Job Portal,2026-07-13 15:00:00,True,False,False,False,False,False,Screened
APP00047,CAND00047,InsightHub,BI Analyst,Mumbai,Company Website,2026-07-13 17:00:00,True,True,True,True,True,True,Hired
APP00101,CAND00101,BrightWorks,Business Analyst,Gurugram,Job Portal,2026-07-13 18:00:00,True,True,True,False,False,False,Shortlisted
APP00523,CAND00523,InsightHub,Data Analyst,Mumbai,Campus,2026-07-13 19:00:00,True,True,True,True,False,False,Interviewed
APP00648,CAND00648,InsightHub,Marketing Analyst,Mumbai,Referral,2026-07-13 20:00:00,False,False,False,False,False,False,Applied
APP00548,CAND00548,DataNova,Data Analyst,Bengaluru,Referral,2026-07-13 21:00:00,True,True,True,True,False,False,Interviewed
APP00005,CAND00005,BrightWorks,BI Analyst,Delhi,Job Portal,2026-07-13 22:00:00,True,True,True,False,False,False,Shortlisted
APP00226,CAND00226,BrightWorks,Product Analyst,Hyderabad,Job Portal,2026-07-13 23:00:00,True,False,False,False,False,False,Screened
APP00451,CAND00451,DataNova,Business Analyst,Bengaluru,LinkedIn,2026-07-14 00:00:00,True,True,True,False,False,False,Shortlisted
APP00926,CAND00926,Alpha Tech,Marketing Analyst,Hyderabad,Job Portal,2026-07-14 01:00:00,True,False,False,False,False,False,Screened
APP00736,CAND00736,DataNova,Marketing Analyst,Bengaluru,LinkedIn,2026-07-14 02:00:00,True,False,False,False,False,False,Screened
APP00034,CAND00034,NextGen Labs,Marketing Analyst,Bengaluru,Campus,2026-07-14 03:00:00,True,True,True,False,False,False,Shortlisted
APP00934,CAND00934,DataNova,Marketing Analyst,Delhi,Referral,2026-07-14 04:00:00,True,True,True,False,False,False,Shortlisted
APP00858,CAND00858,InsightHub,Product Analyst,Hyderabad,Company Website,2026-07-14 05:00:00,False,False,False,False,False,False,Applied
APP00035,CAND00035,NextGen Labs,Marketing Analyst,Pune,Campus,2026-07-14 06:00:00,False,False,False,False,False,False,Applied
APP00059,CAND00059,DataNova,BI Analyst,Bengaluru,Job Portal,2026-07-14 07:00:00,False,False,False,False,False,False,Applied
APP00430,CAND00430,BrightWorks,Business Analyst,Gurugram,Job Portal,2026-07-14 08:00:00,True,False,False,False,False,False,Screened
APP00115,CAND00115,InsightHub,Business Analyst,Pune,Referral,2026-07-14 09:00:00,True,False,False,False,False,False,Screened
APP00965,CAND00965,NextGen Labs,Product Analyst,Pune,Job Portal,2026-07-14 10:00:00,True,False,False,False,False,False,Screened
APP00183,CAND00183,BrightWorks,BI Analyst,Hyderabad,Campus,2026-07-14 11:00:00,True,False,False,False,False,False,Screened
APP00089,CAND00089,Alpha Tech,Data Analyst,Gurugram,Campus,2026-07-14 12:00:00,True,True,True,True,True,False,Offer
APP00203,CAND00203,Alpha Tech,Business Analyst,Hyderabad,Job Portal,2026-07-14 13:00:00,False,False,False,False,False,False,Applied
APP00561,CAND00561,BrightWorks,BI Analyst,Bengaluru,LinkedIn,2026-07-14 14:00:00,True,False,False,False,False,False,Screened
APP00503,CAND00503,NextGen Labs,Data Analyst,Pune,Company Website,2026-07-14 15:00:00,True,True,False,True,True,False,Offer
APP00242,CAND00242,Alpha Tech,Data Analyst,Hyderabad,Campus,2026-07-14 16:00:00,False,False,False,False,False,False,Applied
APP00800,CAND00800,BrightWorks,Data Analyst,Pune,Campus,2026-07-14 18:00:00,True,True,True,True,True,False,Offer
APP00286,CAND00286,NextGen Labs,BI Analyst,Mumbai,Job Portal,2026-07-14 19:00:00,False,False,False,False,False,False,Applied
APP00974,CAND00974,NextGen Labs,Business Analyst,Hyderabad,Job Portal,2026-07-14 20:00:00,True,True,True,True,False,False,Interviewed
APP00231,CAND00231,DataNova,Marketing Analyst,Hyderabad,LinkedIn,2026-07-14 21:00:00,True,True,True,False,False,False,Shortlisted
APP00982,CAND00982,BrightWorks,Business Analyst,Delhi,LinkedIn,2026-07-14 22:00:00,True,False,False,False,False,False,Screened
APP00513,CAND00513,BrightWorks,Data Analyst,Mumbai,Campus,2026-07-15 00:00:00,True,False,False,False,False,False,Screened
APP00611,CAND00611,InsightHub,BI Analyst,Mumbai,Job Portal,2026-07-15 01:00:00,True,False,False,False,False,False,Screened
APP00833,CAND00833,DataNova,Data Analyst,Pune,Job Portal,2026-07-15 03:00:00,True,True,False,False,False,False,Shortlisted
APP00416,CAND00416,NextGen Labs,BI Analyst,Mumbai,Company Website,2026-07-15 04:00:00,True,True,True,True,False,False,Interviewed
APP00412,CAND00412,BrightWorks,Marketing Analyst,Gurugram,Campus,2026-07-15 05:00:00,True,False,False,False,False,False,Screened
APP00717,CAND00717,DataNova,Marketing Analyst,Gurugram,LinkedIn,2026-07-15 06:00:00,False,False,False,False,False,False,Applied
APP00403,CAND00403,BrightWorks,BI Analyst,Gurugram,Company Website,2026-07-15 07:00:00,True,True,True,False,False,False,Shortlisted
APP00555,CAND00555,NextGen Labs,Business Analyst,Mumbai,LinkedIn,2026-07-15 08:00:00,True,False,False,False,False,False,Screened
APP00030,CAND00030,BrightWorks,Product Analyst,Mumbai,Job Portal,2026-07-15 09:00:00,True,True,True,False,False,False,Shortlisted
APP00311,CAND00311,Alpha Tech,Product Analyst,Hyderabad,Company Website,2026-07-15 10:00:00,False,False,False,False,False,False,Applied
APP00938,CAND00938,NextGen Labs,Marketing Analyst,Bengaluru,Campus,2026-07-15 11:00:00,False,False,False,False,False,False,Applied
APP00525,CAND00525,BrightWorks,Marketing Analyst,Hyderabad,LinkedIn,2026-07-15 12:00:00,True,True,True,False,False,False,Shortlisted
APP00644,CAND00644,Alpha Tech,Marketing Analyst,Mumbai,Company Website,2026-07-15 13:00:00,True,False,False,False,False,False,Screened
APP00784,CAND00784,DataNova,Product Analyst,Gurugram,Company Website,2026-07-15 14:00:00,True,True,True,False,False,False,Shortlisted
APP00166,CAND00166,DataNova,Business Analyst,Bengaluru,LinkedIn,2026-07-15 15:00:00,True,True,True,True,False,False,Interviewed
APP00283,CAND00283,InsightHub,Marketing Analyst,Mumbai,Company Website,2026-07-15 16:00:00,True,False,False,False,False,False,Screened
APP00261,CAND00261,Alpha Tech,Product Analyst,Pune,Referral,2026-07-15 17:00:00,False,False,False,False,False,False,Applied
APP00916,CAND00916,InsightHub,BI Analyst,Hyderabad,Company Website,2026-07-15 18:00:00,True,False,False,False,False,False,Screened
APP00768,CAND00768,InsightHub,Data Analyst,Delhi,LinkedIn,2026-07-15 19:00:00,True,True,False,False,False,False,Shortlisted
APP00245,CAND00245,Alpha Tech,Business Analyst,Delhi,Job Portal,2026-07-15 20:00:00,False,False,False,False,False,False,Applied
APP00635,CAND00635,BrightWorks,Marketing Analyst,Mumbai,Job Portal,2026-07-15 21:00:00,False,False,False,False,False,False,Applied
APP00478,CAND00478,InsightHub,Product Analyst,Bengaluru,Referral,2026-07-15 22:00:00,True,False,False,False,False,False,Screened
APP00627,CAND00627,DataNova,Product Analyst,Gurugram,Company Website,2026-07-15 23:00:00,True,True,True,False,False,False,Shortlisted
APP00104,CAND00104,BrightWorks,Marketing Analyst,Gurugram,Company Website,2026-07-16 00:00:00,True,True,True,True,True,False,Offer
APP00050,CAND00050,InsightHub,BI Analyst,Gurugram,Job Portal,2026-07-16 01:00:00,False,False,False,False,False,False,Applied
APP00786,CAND00786,NextGen Labs,Marketing Analyst,Delhi,Campus,2026-07-16 04:00:00,False,False,False,False,False,False,Applied
APP00811,CAND00811,Alpha Tech,Marketing Analyst,Pune,Campus,2026-07-16 05:00:00,False,False,False,False,False,False,Applied
APP00447,CAND00447,BrightWorks,Marketing Analyst,Gurugram,Campus,2026-07-16 06:00:00,False,False,False,False,False,False,Applied
APP00924,CAND00924,DataNova,Data Analyst,Pune,LinkedIn,2026-07-16 07:00:00,True,True,True,True,False,False,Interviewed
APP00856,CAND00856,BrightWorks,Data Analyst,Delhi,Job Portal,2026-07-16 08:00:00,True,True,True,False,False,False,Shortlisted
APP00277,CAND00277,NextGen Labs,Marketing Analyst,Mumbai,LinkedIn,2026-07-16 09:00:00,True,True,True,True,True,True,Hired
APP00862,CAND00862,Alpha Tech,Product Analyst,Mumbai,Company Website,2026-07-16 10:00:00,True,True,False,False,False,False,Shortlisted
APP00012,CAND00012,NextGen Labs,Data Analyst,Pune,Campus,2026-07-16 11:00:00,True,True,True,False,False,False,Shortlisted
APP00333,CAND00333,BrightWorks,Product Analyst,Delhi,Job Portal,2026-07-16 12:00:00,True,True,True,True,False,False,Interviewed
APP00210,CAND00210,DataNova,Business Analyst,Bengaluru,Job Portal,2026-07-16 13:00:00,True,False,False,False,False,False,Screened
APP00698,CAND00698,NextGen Labs,BI Analyst,Pune,Referral,2026-07-16 14:00:00,True,False,False,False,False,False,Screened
APP00608,CAND00608,InsightHub,Product Analyst,Mumbai,Company Website,2026-07-16 15:00:00,False,False,False,False,False,False,Applied
APP00146,CAND00146,InsightHub,Product Analyst,Hyderabad,Job Portal,2026-07-16 16:00:00,True,False,False,False,False,False,Screened
APP00843,CAND00843,DataNova,Marketing Analyst,Bengaluru,Job Portal,2026-07-16 17:00:00,True,True,True,True,False,False,Interviewed
APP00170,CAND00170,BrightWorks,Marketing Analyst,Gurugram,Referral,2026-07-16 18:00:00,True,True,True,True,False,False,Interviewed
APP00649,CAND00649,Alpha Tech,Product Analyst,Hyderabad,LinkedIn,2026-07-16 19:00:00,True,False,False,False,False,False,Screened
APP00015,CAND00015,InsightHub,Business Analyst,Mumbai,Job Portal,2026-07-16 20:00:00,True,True,True,False,False,False,Shortlisted
APP00182,CAND00182,DataNova,BI Analyst,Bengaluru,Job Portal,2026-07-16 21:00:00,True,True,True,True,False,False,Interviewed
APP00752,CAND00752,BrightWorks,Data Analyst,Hyderabad,Campus,2026-07-16 22:00:00,True,True,True,True,True,True,Hired
APP00994,CAND00994,NextGen Labs,Business Analyst,Delhi,Referral,2026-07-16 23:00:00,True,True,True,False,False,False,Shortlisted
APP00509,CAND00509,DataNova,BI Analyst,Mumbai,Campus,2026-07-17 00:00:00,False,False,False,False,False,False,Applied
APP00876,CAND00876,NextGen Labs,Product Analyst,Delhi,Job Portal,2026-07-17 01:00:00,True,False,False,False,False,False,Screened
APP00528,CAND00528,BrightWorks,Data Analyst,Hyderabad,Job Portal,2026-07-17 02:00:00,True,True,False,True,False,False,Interviewed
APP00836,CAND00836,InsightHub,Product Analyst,Hyderabad,Company Website,2026-07-17 03:00:00,True,False,False,False,False,False,Screened
APP00002,CAND00002,DataNova,Product Analyst,Mumbai,Campus,2026-07-17 04:00:00,False,False,False,False,False,False,Applied
APP00551,CAND00551,InsightHub,Marketing Analyst,Bengaluru,Referral,2026-07-17 05:00:00,True,True,False,True,False,False,Interviewed
APP00363,CAND00363,InsightHub,Data Analyst,Bengaluru,Company Website,2026-07-17 06:00:00,True,False,False,False,False,False,Screened
APP00828,CAND00828,NextGen Labs,Data Analyst,Hyderabad,Company Website,2026-07-17 07:00:00,True,True,True,False,False,False,Shortlisted
APP00571,CAND00571,DataNova,Business Analyst,Mumbai,Company Website,2026-07-17 08:00:00,True,True,True,True,False,False,Interviewed
APP00239,CAND00239,Alpha Tech,Product Analyst,Hyderabad,Referral,2026-07-17 09:00:00,True,True,True,False,False,False,Shortlisted
APP00870,CAND00870,Alpha Tech,BI Analyst,Delhi,Campus,2026-07-17 10:00:00,True,True,True,True,False,False,Interviewed
APP00863,CAND00863,BrightWorks,Business Analyst,Pune,Referral,2026-07-17 11:00:00,True,True,True,True,False,False,Interviewed
APP00288,CAND00288,Alpha Tech,Marketing Analyst,Pune,Referral,2026-07-17 12:00:00,True,True,True,False,False,False,Shortlisted
APP00181,CAND00181,NextGen Labs,Product Analyst,Pune,Company Website,2026-07-17 13:00:00,True,False,False,False,False,False,Screened
APP00577,CAND00577,DataNova,Data Analyst,Mumbai,Job Portal,2026-07-17 14:00:00,True,False,False,False,False,False,Screened
APP00901,CAND00901,InsightHub,Product Analyst,Bengaluru,Job Portal,2026-07-17 15:00:00,True,True,True,True,True,False,Offer
APP00902,CAND00902,InsightHub,Product Analyst,Mumbai,Job Portal,2026-07-17 16:00:00,True,True,True,True,True,False,Offer
APP00164,CAND00164,DataNova,BI Analyst,Bengaluru,Referral,2026-07-17 17:00:00,True,True,False,True,False,False,Interviewed
APP00330,CAND00330,BrightWorks,BI Analyst,Pune,Job Portal,2026-07-17 18:00:00,True,True,True,True,True,False,Offer
APP00701,CAND00701,DataNova,Data Analyst,Delhi,Referral,2026-07-17 19:00:00,True,True,True,False,False,False,Shortlisted
APP00822,CAND00822,BrightWorks,BI Analyst,Pune,Job Portal,2026-07-17 20:00:00,True,False,False,False,False,False,Screened
APP00706,CAND00706,BrightWorks,Data Analyst,Delhi,Campus,2026-07-17 21:00:00,False,False,False,False,False,False,Applied
APP00415,CAND00415,NextGen Labs,Product Analyst,Bengaluru,Referral,2026-07-17 22:00:00,True,True,True,True,False,False,Interviewed
APP00505,CAND00505,DataNova,Marketing Analyst,Hyderabad,Referral,2026-07-17 23:00:00,True,True,True,False,False,False,Shortlisted
APP00930,CAND00930,DataNova,Marketing Analyst,Mumbai,Job Portal,2026-07-18 00:00:00,True,True,True,True,False,False,Interviewed
APP00297,CAND00297,BrightWorks,Business Analyst,Bengaluru,LinkedIn,2026-07-18 01:00:00,True,False,False,False,False,False,Screened
APP00003,CAND00003,DataNova,BI Analyst,Gurugram,LinkedIn,2026-07-18 02:00:00,True,True,True,True,False,False,Interviewed
APP00945,CAND00945,BrightWorks,BI Analyst,Pune,Job Portal,2026-07-18 05:00:00,False,False,False,False,False,False,Applied
APP00772,CAND00772,Alpha Tech,Marketing Analyst,Mumbai,LinkedIn,2026-07-18 06:00:00,True,True,True,False,False,False,Shortlisted
APP00452,CAND00452,NextGen Labs,Product Analyst,Mumbai,Referral,2026-07-18 08:00:00,False,False,False,False,False,False,Applied
APP00192,CAND00192,Alpha Tech,Product Analyst,Gurugram,Campus,2026-07-18 09:00:00,True,False,False,False,False,False,Screened
APP00149,CAND00149,BrightWorks,BI Analyst,Bengaluru,Job Portal,2026-07-18 10:00:00,False,False,False,False,False,False,Applied
APP00618,CAND00618,Alpha Tech,BI Analyst,Gurugram,Job Portal,2026-07-18 11:00:00,True,True,True,True,False,False,Interviewed
APP00287,CAND00287,InsightHub,Product Analyst,Pune,Company Website,2026-07-18 12:00:00,True,True,True,True,False,False,Interviewed
APP00542,CAND00542,NextGen Labs,Product Analyst,Bengaluru,Referral,2026-07-18 13:00:00,True,False,False,False,False,False,Screened
APP00490,CAND00490,NextGen Labs,Product Analyst,Gurugram,Campus,2026-07-18 14:00:00,True,True,True,True,True,False,Offer
APP00596,CAND00596,NextGen Labs,Product Analyst,Gurugram,Company Website,2026-07-18 15:00:00,False,False,False,False,False,False,Applied
APP00243,CAND00243,InsightHub,Business Analyst,Mumbai,Campus,2026-07-18 17:00:00,True,False,False,False,False,False,Screened
APP00060,CAND00060,BrightWorks,Business Analyst,Pune,Company Website,2026-07-18 18:00:00,True,False,False,False,False,False,Screened
APP00565,CAND00565,NextGen Labs,Business Analyst,Delhi,Company Website,2026-07-18 19:00:00,False,False,False,False,False,False,Applied
APP00704,CAND00704,DataNova,Business Analyst,Delhi,Job Portal,2026-07-18 21:00:00,True,False,False,False,False,False,Screened
APP00200,CAND00200,Alpha Tech,BI Analyst,Hyderabad,LinkedIn,2026-07-18 22:00:00,False,False,False,False,False,False,Applied
APP00426,CAND00426,Alpha Tech,Data Analyst,Pune,Referral,2026-07-18 23:00:00,True,False,False,False,False,False,Screened
APP00769,CAND00769,Alpha Tech,Marketing Analyst,Gurugram,Company Website,2026-07-19 00:00:00,True,False,False,False,False,False,Screened
APP00702,CAND00702,DataNova,Business Analyst,Hyderabad,Job Portal,2026-07-19 01:00:00,True,True,True,True,False,False,Interviewed
APP00995,CAND00995,BrightWorks,Business Analyst,Delhi,Company Website,2026-07-19 02:00:00,False,False,False,False,False,False,Applied
APP00351,CAND00351,Alpha Tech,Marketing Analyst,Pune,Company Website,2026-07-19 03:00:00,True,False,False,False,False,False,Screened
APP00838,CAND00838,NextGen Labs,Business Analyst,Delhi,Company Website,2026-07-19 04:00:00,True,False,False,False,False,False,Screened
APP00683,CAND00683,DataNova,Marketing Analyst,Gurugram,Job Portal,2026-07-19 05:00:00,True,True,True,True,False,False,Interviewed
APP00672,CAND00672,Alpha Tech,Product Analyst,Hyderabad,Campus,2026-07-19 06:00:00,False,False,False,False,False,False,Applied
APP00213,CAND00213,BrightWorks,BI Analyst,Gurugram,Referral,2026-07-19 07:00:00,True,False,False,False,False,False,Screened
APP00357,CAND00357,Alpha Tech,Data Analyst,Pune,Job Portal,2026-07-19 08:00:00,True,False,False,False,False,False,Screened
APP00903,CAND00903,Alpha Tech,BI Analyst,Mumbai,Job Portal,2026-07-19 09:00:00,True,True,True,False,False,False,Shortlisted
APP00197,CAND00197,BrightWorks,Marketing Analyst,Gurugram,LinkedIn,2026-07-19 10:00:00,True,True,False,False,False,False,Shortlisted
APP00562,CAND00562,InsightHub,BI Analyst,Mumbai,Job Portal,2026-07-19 11:00:00,False,False,False,False,False,False,Applied
APP00887,CAND00887,DataNova,Marketing Analyst,Pune,Referral,2026-07-19 12:00:00,True,False,False,False,False,False,Screened
APP00591,CAND00591,NextGen Labs,BI Analyst,Delhi,Job Portal,2026-07-19 13:00:00,True,True,True,True,False,False,Interviewed
APP00566,CAND00566,NextGen Labs,Product Analyst,Pune,Referral,2026-07-19 14:00:00,True,False,False,False,False,False,Screened
APP00254,CAND00254,NextGen Labs,Marketing Analyst,Mumbai,Company Website,2026-07-19 15:00:00,True,False,False,False,False,False,Screened
APP00749,CAND00749,NextGen Labs,Business Analyst,Bengaluru,Campus,2026-07-19 17:00:00,False,False,False,False,False,False,Applied
APP00787,CAND00787,InsightHub,Business Analyst,Pune,Referral,2026-07-19 18:00:00,False,False,False,False,False,False,Applied
APP00126,CAND00126,DataNova,Business Analyst,Gurugram,Company Website,2026-07-19 19:00:00,True,True,True,True,True,True,Hired
APP00600,CAND00600,Alpha Tech,Marketing Analyst,Delhi,Job Portal,2026-07-19 20:00:00,True,True,True,True,False,False,Interviewed
APP00293,CAND00293,DataNova,Product Analyst,Bengaluru,LinkedIn,2026-07-19 21:00:00,False,False,False,False,False,False,Applied
APP00806,CAND00806,DataNova,BI Analyst,Hyderabad,LinkedIn,2026-07-19 22:00:00,True,True,True,False,False,False,Shortlisted
